partition,bvid,title,view_count,like_count,coin_count,favorite_count,reply_count,danmaku_count,text,label,text_clean,pos_cnt,neg_cnt,word_len,exclaim_cnt,question_cnt,lexicon_score,lexicon_pos_score,lexicon_neg_score,lexicon_abs_score,sentiment_density,pred,model_confidence,prob_negative,prob_neutral,prob_positive,pred_raw_label,pred_label
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,大家好， 我是来听催眠曲的，不知为啥，就MySQL困，别的都不困,,大家好，我是来听催眠曲的，不知为啥，就MySQL困，别的都不困,1,2,17,0,0,-1.0,1.0,2.0,1.0,0.17647058823529413,1,0.4848056234864654,0.29574873179109873,0.21944564472243586,0.4848056234864654,正面,负面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,一句猴哥笑死我，果然网友从不让我失望,,一句猴哥笑死我，果然网友从不让我失望,1,2,10,0,0,-1.0,1.0,2.0,1.0,0.3,1,0.6296027372604744,0.1611787553434827,0.20921850739604284,0.6296027372604744,正面,负面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,ppt牛逼,,ppt牛逼,2,0,3,0,0,2.0,2.0,0.0,2.0,0.6666666666666666,-1,0.6620349119587738,0.6620349119587738,0.15440010622103806,0.18356498182018796,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,好啊 可惜我是学会计的,,好啊可惜我是学会计的,2,0,4,0,0,2.0,2.0,0.0,2.0,0.5,-1,0.4046501496552689,0.4046501496552689,0.1984527502354619,0.3968971001092693,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,区块链技术也要学这个服了,,区块链技术也要学这个服了,1,0,7,0,0,1.0,1.0,0.0,1.0,0.14285714285714285,-1,0.7257510004334482,0.7257510004334482,0.14295501456279175,0.13129398500376008,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,不 hr根本分不清什么是运维 你都要会,,不hr根本分不清什么是运维你都要会,1,0,9,0,0,1.0,1.0,0.0,1.0,0.1111111111111111,-1,0.3923162375353984,0.3923162375353984,0.21777810293643368,0.3899056595281679,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,找不找到工作我不知道，我知道可以入坟,,找不找到工作我不知道，我知道可以入坟,2,0,11,0,0,2.0,2.0,0.0,2.0,0.18181818181818182,-1,0.6009701938493607,0.6009701938493607,0.14128254220516143,0.25774726394547776,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,java牛逼,,java牛逼,2,0,3,0,0,2.0,2.0,0.0,2.0,0.6666666666666666,-1,0.6620349119587738,0.6620349119587738,0.15440010622103806,0.18356498182018796,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,好熟悉的声音啊涛哥,,好熟悉的声音啊涛哥,1,0,5,0,0,1.0,1.0,0.0,1.0,0.2,-1,0.7130068044735021,0.7130068044735021,0.12683886221666077,0.16015433330983728,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,C也是可以连接数据库的,,C也是可以连接数据库的,2,0,5,0,0,2.0,2.0,0.0,2.0,0.4,-1,0.3751840792294094,0.3751840792294094,0.2665634818802453,0.3582524388903453,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,其实实际生产时候用不了这么多东西，就最基础的增删改查就完事了，真要你优化数据库情况太少了,,其实实际生产时候用不了这么多东西，就最基础的增删改查就完事了，真要你优化数据库情况太少了,0,1,23,0,0,-1.0,0.0,1.0,1.0,0.043478260869565216,1,0.7380262577017797,0.22404132836467547,0.037932413933544844,0.7380262577017797,正面,负面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,有个很牛逼的命令   rm -rf /data/mysql/*,,有个很牛逼的命令rmrfdatamysql,2,0,6,0,0,2.5,2.5,0.0,2.5,0.3333333333333333,-1,0.6041993750798663,0.6041993750798663,0.08043754292879418,0.31536308199133956,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,2025 年的运营也要会 SQL 啦嘻嘻,,2025年的运营也要会SQL啦嘻嘻,1,0,9,0,0,1.0,1.0,0.0,1.0,0.1111111111111111,-1,0.3904688389511395,0.3904688389511395,0.28452240664709716,0.3250087544017634,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,黑马牛逼,,黑马牛逼,2,0,3,0,0,2.0,2.0,0.0,2.0,0.6666666666666666,-1,0.4736214330674538,0.4736214330674538,0.23047334612055803,0.29590522081198817,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,谁家好人学软解开发,,谁家好人学软解开发,1,0,5,0,0,1.0,1.0,0.0,1.0,0.2,-1,0.427761913313304,0.427761913313304,0.2873410051519875,0.2848970815347085,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,我上大学的时候要是有这个就好了,,我上大学的时候要是有这个就好了,1,0,8,0,0,1.0,1.0,0.0,1.0,0.125,-1,0.4317450698316494,0.4317450698316494,0.36029419360735104,0.20796073656099964,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,linux安装MySQL安装不了，虚拟机创建不成功怎么办,,linux安装MySQL安装不了，虚拟机创建不成功怎么办,1,2,11,0,0,-1.0,1.0,2.0,1.0,0.2727272727272727,1,0.5425202219097139,0.22718940868910556,0.2302903694011805,0.5425202219097139,正面,负面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,其实24年入JAVA不算49年入国军，JAVA是给低学历普通人入行的，其他很多编程语言工作卡学历，只能说是红利没多少了,,其实24年入JAVA不算49年入国军，JAVA是给低学历普通人入行的，其他很多编程语言工作卡学历，只能说是红利没多少了,0,1,28,0,0,-1.0,0.0,1.0,1.0,0.03571428571428571,1,0.5014429784134271,0.4740951663716167,0.024461855214956182,0.5014429784134271,正面,负面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,103人牛逼,,103人牛逼,1,0,3,0,0,1.0,1.0,0.0,1.0,0.3333333333333333,-1,0.6682063705850284,0.6682063705850284,0.19152522362728533,0.14026840578768615,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,399一年，我说实话心动了，还是毕竟是付费的我还是先学好这个吧,,399一年，我说实话心动了，还是毕竟是付费的我还是先学好这个吧,2,0,13,0,0,2.0,2.0,0.0,2.0,0.15384615384615385,-1,0.5087841984211313,0.5087841984211313,0.1168523006866014,0.3743635008922673,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,计算机二级看这个有用吗？,,计算机二级看这个有用吗？,1,0,6,0,1,1.0,1.0,0.0,1.0,0.16666666666666666,-1,0.7506078646549488,0.7506078646549488,0.13676028608680568,0.11263184925824538,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,我是放弃哥，都给我点赞,,我是放弃哥，都给我点赞,2,0,6,0,0,2.0,2.0,0.0,2.0,0.3333333333333333,-1,0.7264137144679409,0.7264137144679409,0.14064828438826177,0.13293800114379714,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,到底有多牛逼呢,,到底有多牛逼呢,2,0,5,0,0,2.0,2.0,0.0,2.0,0.4,-1,0.6996903615643919,0.6996903615643919,0.1443911310276039,0.15591850740800423,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,啥专业都来学数据库？,,啥专业都来学数据库？,2,0,6,0,1,2.0,2.0,0.0,2.0,0.3333333333333333,-1,0.7583423118027165,0.7583423118027165,0.11028883217473961,0.13136885602254395,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,凌晨3点，37人卷666都不睡觉吗,,凌晨3点，37人卷666都不睡觉吗,2,0,10,0,0,2.0,2.0,0.0,2.0,0.2,-1,0.40215959115220185,0.40215959115220185,0.21985458794337803,0.3779858209044202,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,nt学委，你自己学过然后嫌老师讲的慢，别的同学你一点不管,,nt学委，你自己学过然后嫌老师讲的慢，别的同学你一点不管,0,1,15,0,0,-1.0,0.0,1.0,1.0,0.06666666666666667,1,0.6625190936913261,0.22203123400642463,0.11544967230224916,0.6625190936913261,正面,负面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,哈哈哈哈  猴哥吗?,,哈哈哈哈猴哥吗?,2,0,3,0,1,2.0,2.0,0.0,2.0,0.6666666666666666,-1,0.42034126278203854,0.42034126278203854,0.26858309020403104,0.3110756470139305,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,也要活的漂亮,,也要活的漂亮,2,0,4,0,0,2.0,2.0,0.0,2.0,0.5,-1,0.4463266976298986,0.4463266976298986,0.23765225082182836,0.31602105154827315,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,牛逼,,牛逼,2,0,2,0,0,2.0,2.0,0.0,2.0,1.0,-1,0.6500720488359841,0.6500720488359841,0.18238553403701874,0.16754241712699722,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,还是阿玮的声音好听一点,,还是阿玮的声音好听一点,3,0,5,0,0,3.0,3.0,0.0,3.0,0.6,-1,0.7286921237895706,0.7286921237895706,0.09711608940765273,0.17419178680277675,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,数据库中的语句就是以中要需缴纳亏啊你的,,数据库中的语句就是以中要需缴纳亏啊你的,0,1,8,0,0,-1.0,0.0,1.0,1.0,0.125,1,0.5110590003486238,0.21777281796260317,0.27116818168877305,0.5110590003486238,正面,负面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,没听清，形成了什么？点上？什么？,,没听清，形成了什么？点上？什么？,1,0,11,0,3,1.0,1.0,0.0,1.0,0.09090909090909091,-1,0.9591183858927863,0.9591183858927863,0.007538643352778373,0.033342970754435236,负面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,我还是比较喜欢禹神的课程,,我还是比较喜欢禹神的课程,2,0,5,0,0,2.2,2.2,0.0,2.2,0.4,-1,0.7150503479334439,0.7150503479334439,0.1400103194651929,0.14493933260136335,负面,正面
生活区,BV1Rjc4zJEvz,鸡蛋不如老弟脸硬,7639932,458091,7604,125299,10730,1422,也是零帧起手好吧,,也是零帧起手好吧,1,0,4,0,0,1.0,1.0,0.0,1.0,0.25,-1,0.4369996993952689,0.4369996993952689,0.3062341606113864,0.25676613999334463,负面,正面
生活区,BV1Rjc4zJEvz,鸡蛋不如老弟脸硬,7639932,458091,7604,125299,10730,1422,哈哈哈哈，都是买东西送的碗呀,,哈哈哈哈，都是买东西送的碗呀,2,0,7,0,0,2.0,2.0,0.0,2.0,0.2857142857142857,-1,0.5028189920392584,0.5028189920392584,0.1676538884825461,0.32952711947819546,负面,正面
生活区,BV1Rjc4zJEvz,鸡蛋不如老弟脸硬,7639932,458091,7604,125299,10730,1422,你知道半夜憋笑有多难吗？！,,你知道半夜憋笑有多难吗？！,0,1,8,1,1,-1.0,0.0,1.0,1.0,0.125,1,0.6402836090792482,0.20983458675518027,0.14988180416557154,0.6402836090792482,正面,负面
生活区,BV1Rjc4zJEvz,鸡蛋不如老弟脸硬,7639932,458091,7604,125299,10730,1422,老弟心里想的肯定是这怎么这怎么还需要等待开封呀？,,老弟心里想的肯定是这怎么这怎么还需要等待开封呀？,2,0,11,0,1,2.0,2.0,0.0,2.0,0.18181818181818182,-1,0.5418600151600637,0.5418600151600637,0.03322752309452881,0.4249124617454075,负面,正面
